+------+---------------------------------------------------------------------------------+------------------------+---------------+
| Rank |                                    Drug Name                                    |      Target Name       | Binding Score |
| 7246 |                                 NCGC00386767-01                                 | SARS-CoV2 3CL Protease |    1066.81    |
| 7247 |                 NCGC00015997-07&NCGC00015997-10&NCGC00015997-12                 | SARS-CoV2 3CL Protease |    1066.86    |
| 7248 |                                 NCGC00347399-02                                 | SARS-CoV2 3CL Protease |    1070.87    |
| 7249 |                                 NCGC00384686-01                                 | SARS-CoV2 3CL Protease |    1070.87    |
| 7250 |                                 NCGC00385168-01                                 | SARS-CoV2 3CL Protease |    1070.87    |
| 7251 |                                 NCGC00263089-07                                 | SARS-CoV2 3CL Protease |    1071.36    |
| 7252 |                                 NCGC00017257-10                                 | SARS-CoV2 3CL Protease |    1072.20    |
| 7253 |                                 NCGC00379018-02                                 | SARS-CoV2 3CL Protease |    1073.77    |
| 7254 |                                 NCGC00242227-11                                 | SARS-CoV2 3CL Protease |    1074.38    |
| 7255 |                                 NCGC00014992-08                                 | SARS-CoV2 3CL Protease |    1075.21    |
| 7256 |                                 NCGC00386156-06                                 | SARS-CoV2 3CL Protease |    1076.29    |
| 7257 |                                 NCGC00402300-03                                 | SARS-CoV2 3CL Protease |    1078.33    |
| 7258 |                                 NCGC00016288-06                                 | SARS-CoV2 3CL Protease |    1079.51    |
| 7259 |                         NCGC00015692-06&NCGC00015692-08                         | SARS-CoV2 3CL Protease |    1079.83    |
| 7260 |                                 NCGC00345024-01                                 | SARS-CoV2 3CL Protease |    1081.72    |
| 7261 |                                 NCGC00229512-05                                 | SARS-CoV2 3CL Protease |    1082.61    |
| 7262 |                                 NCGC00164127-07                                 | SARS-CoV2 3CL Protease |    1086.78    |
| 7263 |                                 NCGC00024500-05                                 | SARS-CoV2 3CL Protease |    1088.73    |
| 7264 |                                 NCGC00263893-02                                 | SARS-CoV2 3CL Protease |    1088.93    |
| 7265 |                                 NCGC00015027-04                                 | SARS-CoV2 3CL Protease |    1090.88    |
| 7266 |                                 NCGC00385148-01                                 | SARS-CoV2 3CL Protease |    1090.90    |
| 7267 |                                 NCGC00242051-10                                 | SARS-CoV2 3CL Protease |    1093.80    |
| 7268 |                                 NCGC00261336-01                                 | SARS-CoV2 3CL Protease |    1094.38    |
| 7269 |                                 NCGC00182622-03                                 | SARS-CoV2 3CL Protease |    1096.46    |
| 7270 |                                 NCGC00385729-01                                 | SARS-CoV2 3CL Protease |    1097.37    |
| 7271 |                                 NCGC00380873-01                                 | SARS-CoV2 3CL Protease |    1099.35    |
| 7272 |                                 NCGC00385357-01                                 | SARS-CoV2 3CL Protease |    1100.32    |
| 7273 |                                 NCGC00385312-01                                 | SARS-CoV2 3CL Protease |    1100.32    |
| 7274 |                                 NCGC00386883-01                                 | SARS-CoV2 3CL Protease |    1102.11    |
| 7275 |                                 NCGC00347541-02                                 | SARS-CoV2 3CL Protease |    1102.19    |
| 7276 |                                 NCGC00015040-05                                 | SARS-CoV2 3CL Protease |    1102.19    |
| 7277 |                                 NCGC00024502-04                                 | SARS-CoV2 3CL Protease |    1105.26    |
| 7278 |                                 NCGC00024501-04                                 | SARS-CoV2 3CL Protease |    1105.26    |
| 7279 |                         NCGC00263099-05&NCGC00263099-07                         | SARS-CoV2 3CL Protease |    1106.75    |
| 7280 |                                 NCGC00386683-01                                 | SARS-CoV2 3CL Protease |    1107.70    |
| 7281 |                                 NCGC00166125-02                                 | SARS-CoV2 3CL Protease |    1107.78    |
| 7282 |                         NCGC00378942-02&NCGC00378942-03                         | SARS-CoV2 3CL Protease |    1111.07    |
| 7283 |                                 NCGC00018251-05                                 | SARS-CoV2 3CL Protease |    1112.02    |
| 7284 |                                 NCGC00182988-01                                 | SARS-CoV2 3CL Protease |    1113.12    |
| 7285 |                                 NCGC00385224-01                                 | SARS-CoV2 3CL Protease |    1113.35    |
| 7286 |                                 NCGC00370818-01                                 | SARS-CoV2 3CL Protease |    1118.10    |
| 7287 |                                 NCGC00015076-04                                 | SARS-CoV2 3CL Protease |    1118.62    |
| 7288 |                                 NCGC00181153-01                                 | SARS-CoV2 3CL Protease |    1119.94    |
| 7289 |                                 NCGC00094221-03                                 | SARS-CoV2 3CL Protease |    1121.33    |
| 7290 |                                 NCGC00385144-01                                 | SARS-CoV2 3CL Protease |    1122.82    |
| 7291 |                                 NCGC00351474-02                                 | SARS-CoV2 3CL Protease |    1123.58    |
| 7292 |                                 NCGC00385553-01                                 | SARS-CoV2 3CL Protease |    1124.53    |
| 7293 |                                 NCGC00380742-01                                 | SARS-CoV2 3CL Protease |    1125.66    |
| 7294 |                         NCGC00095042-08&NCGC00095042-09                         | SARS-CoV2 3CL Protease |    1126.18    |
| 7295 |                         NCGC00015409-07&NCGC00015409-11                         | SARS-CoV2 3CL Protease |    1131.05    |
| 7296 |                                 NCGC00384577-01                                 | SARS-CoV2 3CL Protease |    1131.82    |
| 7297 |                                 NCGC00093593-03                                 | SARS-CoV2 3CL Protease |    1132.01    |
| 7298 |                                 NCGC00385160-01                                 | SARS-CoV2 3CL Protease |    1132.68    |
| 7299 |                                 NCGC00095344-03                                 | SARS-CoV2 3CL Protease |    1133.08    |
| 7300 |                                 NCGC00183271-01                                 | SARS-CoV2 3CL Protease |    1135.88    |
| 7301 |                                 NCGC00385682-01                                 | SARS-CoV2 3CL Protease |    1136.00    |
| 7302 |                         NCGC00167781-12&NCGC00261047-01                         | SARS-CoV2 3CL Protease |    1137.02    |
| 7303 |                                 NCGC00263567-04                                 | SARS-CoV2 3CL Protease |    1137.02    |
| 7304 |                                 NCGC00094575-01                                 | SARS-CoV2 3CL Protease |    1139.17    |
| 7305 |                                 NCGC00263557-01                                 | SARS-CoV2 3CL Protease |    1139.17    |
| 7306 |                                 NCGC00381119-01                                 | SARS-CoV2 3CL Protease |    1139.34    |
| 7307 |                                 NCGC00380942-01                                 | SARS-CoV2 3CL Protease |    1141.10    |
| 7308 |                                 NCGC00385099-01                                 | SARS-CoV2 3CL Protease |    1141.42    |
| 7309 |                         NCGC00015043-08&NCGC00015043-10                         | SARS-CoV2 3CL Protease |    1141.51    |
| 7310 |                         NCGC00092360-02&NCGC00092360-03                         | SARS-CoV2 3CL Protease |    1142.24    |
| 7311 |                 NCGC00167507-04&NCGC00167507-09&NCGC00167507-13                 | SARS-CoV2 3CL Protease |    1142.34    |
| 7312 |                                 NCGC00180871-02                                 | SARS-CoV2 3CL Protease |    1145.24    |
| 7313 |                                 NCGC00386041-01                                 | SARS-CoV2 3CL Protease |    1145.24    |
| 7314 |                                 NCGC00015559-11                                 | SARS-CoV2 3CL Protease |    1145.34    |
| 7315 |                                 NCGC00370766-02                                 | SARS-CoV2 3CL Protease |    1146.17    |
| 7316 |                                 NCGC00183104-02                                 | SARS-CoV2 3CL Protease |    1146.58    |
| 7317 |                                 NCGC00346687-10                                 | SARS-CoV2 3CL Protease |    1147.00    |
| 7318 |                                 NCGC00386871-03                                 | SARS-CoV2 3CL Protease |    1147.15    |
| 7319 |                                 NCGC00090991-02                                 | SARS-CoV2 3CL Protease |    1148.30    |
| 7320 |                                 NCGC00381223-01                                 | SARS-CoV2 3CL Protease |    1149.62    |
| 7321 |                                 NCGC00522629-01                                 | SARS-CoV2 3CL Protease |    1152.15    |
| 7322 |                                 NCGC00379020-03                                 | SARS-CoV2 3CL Protease |    1153.73    |
| 7323 |                                 NCGC00485432-01                                 | SARS-CoV2 3CL Protease |    1155.61    |
| 7324 |                                 NCGC00381144-01                                 | SARS-CoV2 3CL Protease |    1156.18    |
| 7325 |                                 NCGC00385243-01                                 | SARS-CoV2 3CL Protease |    1158.94    |
| 7326 |                                 NCGC00389800-01                                 | SARS-CoV2 3CL Protease |    1160.10    |
| 7327 |                         NCGC00346972-04&NCGC00346972-08                         | SARS-CoV2 3CL Protease |    1160.10    |
| 7328 |                                 NCGC00387038-01                                 | SARS-CoV2 3CL Protease |    1162.42    |
| 7329 |                                 NCGC00485105-01                                 | SARS-CoV2 3CL Protease |    1167.81    |
| 7330 |                                 NCGC00169641-02                                 | SARS-CoV2 3CL Protease |    1168.44    |
| 7331 |                                 NCGC00381003-01                                 | SARS-CoV2 3CL Protease |    1168.44    |
| 7332 |                                 NCGC00380498-01                                 | SARS-CoV2 3CL Protease |    1168.44    |
| 7333 |                 NCGC00159462-04&NCGC00159462-07&NCGC00159462-20                 | SARS-CoV2 3CL Protease |    1169.02    |
| 7334 |                                 NCGC00013520-05                                 | SARS-CoV2 3CL Protease |    1169.25    |
| 7335 |                                 NCGC00380366-01                                 | SARS-CoV2 3CL Protease |    1171.59    |
| 7336 |                                 NCGC00481318-01                                 | SARS-CoV2 3CL Protease |    1173.12    |
| 7337 |                                 NCGC00016490-12                                 | SARS-CoV2 3CL Protease |    1174.64    |
| 7338 |                                 NCGC00178090-03                                 | SARS-CoV2 3CL Protease |    1177.05    |
| 7339 |                                 NCGC00169621-02                                 | SARS-CoV2 3CL Protease |    1180.19    |
| 7340 |                         NCGC00016309-06&NCGC00016309-14                         | SARS-CoV2 3CL Protease |    1180.99    |
| 7341 |                                 NCGC00385550-01                                 | SARS-CoV2 3CL Protease |    1181.00    |
| 7342 |                 NCGC00166323-02&NCGC00166323-05&NCGC00166323-16                 | SARS-CoV2 3CL Protease |    1186.73    |
| 7343 |                                 NCGC00387771-01                                 | SARS-CoV2 3CL Protease |    1186.77    |
| 7344 |                                 NCGC00510200-01                                 | SARS-CoV2 3CL Protease |    1187.84    |
| 7345 |                                 NCGC00386771-01                                 | SARS-CoV2 3CL Protease |    1188.02    |
| 7346 |                                 NCGC00346706-07                                 | SARS-CoV2 3CL Protease |    1188.96    |
| 7347 |                         NCGC00016371-06&NCGC00016371-08                         | SARS-CoV2 3CL Protease |    1190.72    |
| 7348 |                                 NCGC00385390-01                                 | SARS-CoV2 3CL Protease |    1190.92    |
| 7349 |                                 NCGC00164071-03                                 | SARS-CoV2 3CL Protease |    1192.16    |
| 7350 |                                 NCGC00164128-02                                 | SARS-CoV2 3CL Protease |    1192.16    |
| 7351 |                                 NCGC00385264-02                                 | SARS-CoV2 3CL Protease |    1192.31    |
| 7352 |                                 NCGC00164520-02                                 | SARS-CoV2 3CL Protease |    1192.49    |
| 7353 |                 NCGC00015801-10&NCGC00015801-12&NCGC00015801-17                 | SARS-CoV2 3CL Protease |    1192.94    |
| 7354 |                                 NCGC00167547-02                                 | SARS-CoV2 3CL Protease |    1193.31    |
| 7355 |                                 NCGC00015636-03                                 | SARS-CoV2 3CL Protease |    1196.23    |
| 7356 |                                 NCGC00370875-01                                 | SARS-CoV2 3CL Protease |    1197.16    |
| 7357 |                                 NCGC00385837-01                                 | SARS-CoV2 3CL Protease |    1197.23    |
| 7358 |                                 NCGC00385273-01                                 | SARS-CoV2 3CL Protease |    1197.23    |
| 7359 |                                 NCGC00179291-04                                 | SARS-CoV2 3CL Protease |    1197.76    |
| 7360 |                                 NCGC00532508-01                                 | SARS-CoV2 3CL Protease |    1200.65    |
| 7361 |                         NCGC00027930-05&NCGC00027930-07                         | SARS-CoV2 3CL Protease |    1200.70    |
| 7362 |                                 NCGC00386573-01                                 | SARS-CoV2 3CL Protease |    1201.62    |
| 7363 |                                 NCGC00261977-03                                 | SARS-CoV2 3CL Protease |    1201.68    |
| 7364 |                                 NCGC00015905-04                                 | SARS-CoV2 3CL Protease |    1201.91    |
| 7365 |                                 NCGC00385080-02                                 | SARS-CoV2 3CL Protease |    1204.37    |
| 7366 |                                 NCGC00347774-02                                 | SARS-CoV2 3CL Protease |    1205.86    |
| 7367 |                                 NCGC00015319-06                                 | SARS-CoV2 3CL Protease |    1208.86    |
| 7368 |                         NCGC00015598-08&NCGC00015598-16                         | SARS-CoV2 3CL Protease |    1208.92    |
| 7369 |                         NCGC00181034-03&NCGC00181034-04                         | SARS-CoV2 3CL Protease |    1214.33    |
| 7370 |                                 NCGC00387265-01                                 | SARS-CoV2 3CL Protease |    1215.60    |
| 7371 |                                 NCGC00386695-02                                 | SARS-CoV2 3CL Protease |    1217.92    |
| 7372 |                                 NCGC00164533-02                                 | SARS-CoV2 3CL Protease |    1218.35    |
| 7373 |                                 NCGC00385789-01                                 | SARS-CoV2 3CL Protease |    1220.64    |
| 7374 |                                 NCGC00015547-04                                 | SARS-CoV2 3CL Protease |    1222.15    |
| 7375 |                                 NCGC00183281-03                                 | SARS-CoV2 3CL Protease |    1222.79    |
| 7376 |                                 NCGC00384908-01                                 | SARS-CoV2 3CL Protease |    1226.48    |
| 7377 |                                 NCGC00094810-08                                 | SARS-CoV2 3CL Protease |    1226.83    |
| 7378 |                                 NCGC00094810-04                                 | SARS-CoV2 3CL Protease |    1226.83    |
| 7379 |                                 NCGC00180458-02                                 | SARS-CoV2 3CL Protease |    1229.38    |
| 7380 |                                 NCGC00482904-01                                 | SARS-CoV2 3CL Protease |    1230.72    |
| 7381 |                         NCGC00015697-01&NCGC00015697-12                         | SARS-CoV2 3CL Protease |    1231.16    |
| 7382 |                                 NCGC00385885-01                                 | SARS-CoV2 3CL Protease |    1231.41    |
| 7383 |                                 NCGC00169143-02                                 | SARS-CoV2 3CL Protease |    1235.52    |
| 7384 |                 NCGC00346560-03&NCGC00346560-06&NCGC00346560-12                 | SARS-CoV2 3CL Protease |    1245.88    |
| 7385 |                                 NCGC00380971-01                                 | SARS-CoV2 3CL Protease |    1246.67    |
| 7386 |                                 NCGC00390686-01                                 | SARS-CoV2 3CL Protease |    1249.16    |
| 7387 |                                 NCGC00380175-01                                 | SARS-CoV2 3CL Protease |    1250.85    |
| 7388 |                                 NCGC00386838-01                                 | SARS-CoV2 3CL Protease |    1250.94    |
| 7389 |                                 NCGC00381330-01                                 | SARS-CoV2 3CL Protease |    1251.60    |
| 7390 |                                 NCGC00348363-01                                 | SARS-CoV2 3CL Protease |    1251.62    |
| 7391 |                                 NCGC00385474-01                                 | SARS-CoV2 3CL Protease |    1257.75    |
| 7392 |                 NCGC00093560-05&NCGC00093560-13&NCGC00093560-19                 | SARS-CoV2 3CL Protease |    1257.82    |
| 7393 |                                 NCGC00169912-03                                 | SARS-CoV2 3CL Protease |    1259.02    |
| 7394 |                                 NCGC00651741-01                                 | SARS-CoV2 3CL Protease |    1259.04    |
| 7395 |                                 NCGC00262995-02                                 | SARS-CoV2 3CL Protease |    1259.31    |
| 7396 |                                 NCGC00091920-03                                 | SARS-CoV2 3CL Protease |    1259.96    |
| 7397 |                         NCGC00016361-20&NCGC00016361-21                         | SARS-CoV2 3CL Protease |    1260.44    |
| 7398 |                                 NCGC00091014-06                                 | SARS-CoV2 3CL Protease |    1262.82    |
| 7399 |                                 NCGC00345830-02                                 | SARS-CoV2 3CL Protease |    1265.04    |
| 7400 |                                 NCGC00379193-01                                 | SARS-CoV2 3CL Protease |    1267.80    |
| 7401 |                                 NCGC00380707-01                                 | SARS-CoV2 3CL Protease |    1268.77    |
| 7402 |                                 NCGC00386514-01                                 | SARS-CoV2 3CL Protease |    1269.43    |
| 7403 |                                 NCGC00024555-06                                 | SARS-CoV2 3CL Protease |    1269.96    |
| 7404 |                                 NCGC00386716-01                                 | SARS-CoV2 3CL Protease |    1270.31    |
| 7405 |                                 NCGC00384631-01                                 | SARS-CoV2 3CL Protease |    1270.46    |
| 7406 |                                 NCGC00180855-02                                 | SARS-CoV2 3CL Protease |    1271.84    |
| 7407 |                                 NCGC00168826-02                                 | SARS-CoV2 3CL Protease |    1274.87    |
| 7408 |                                 NCGC00384496-01                                 | SARS-CoV2 3CL Protease |    1274.87    |
| 7409 |                                 NCGC00387774-01                                 | SARS-CoV2 3CL Protease |    1276.26    |
| 7410 |                                 NCGC00167430-04                                 | SARS-CoV2 3CL Protease |    1276.27    |
| 7411 |                                 NCGC00385663-01                                 | SARS-CoV2 3CL Protease |    1279.96    |
| 7412 |                                 NCGC00384656-01                                 | SARS-CoV2 3CL Protease |    1287.80    |
| 7413 |                                 NCGC00387255-02                                 | SARS-CoV2 3CL Protease |    1288.91    |
| 7414 |                                 NCGC00163650-04                                 | SARS-CoV2 3CL Protease |    1292.00    |
| 7415 |                                 NCGC00090987-05                                 | SARS-CoV2 3CL Protease |    1294.66    |
| 7416 |                 NCGC00015267-07&NCGC00015267-11&NCGC00015267-12                 | SARS-CoV2 3CL Protease |    1297.07    |
| 7417 |                                 NCGC00389194-01                                 | SARS-CoV2 3CL Protease |    1297.07    |
| 7418 |                                 NCGC00018123-07                                 | SARS-CoV2 3CL Protease |    1298.62    |
| 7419 |                         NCGC00274062-01&NCGC00389568-01                         | SARS-CoV2 3CL Protease |    1300.19    |
| 7420 |                                 NCGC00015868-04                                 | SARS-CoV2 3CL Protease |    1300.61    |
| 7421 |                                 NCGC00494684-01                                 | SARS-CoV2 3CL Protease |    1302.07    |
| 7422 |                                 NCGC00347285-06                                 | SARS-CoV2 3CL Protease |    1302.22    |
| 7423 |                                 NCGC00380106-01                                 | SARS-CoV2 3CL Protease |    1303.32    |
| 7424 |                                 NCGC00091325-09                                 | SARS-CoV2 3CL Protease |    1304.37    |
| 7425 |                                 NCGC00015372-04                                 | SARS-CoV2 3CL Protease |    1306.75    |
| 7426 |                                 NCGC00381560-10                                 | SARS-CoV2 3CL Protease |    1307.04    |
| 7427 |                         NCGC00260912-01&NCGC00485034-01                         | SARS-CoV2 3CL Protease |    1307.13    |
| 7428 |                                 NCGC00384916-01                                 | SARS-CoV2 3CL Protease |    1307.93    |
| 7429 |                                 NCGC00381349-01                                 | SARS-CoV2 3CL Protease |    1311.80    |
| 7430 |                                 NCGC00381143-01                                 | SARS-CoV2 3CL Protease |    1313.14    |
| 7431 |                                 NCGC00387258-04                                 | SARS-CoV2 3CL Protease |    1314.30    |
| 7432 |                                 NCGC00347403-02                                 | SARS-CoV2 3CL Protease |    1318.57    |
| 7433 |                                 NCGC00015949-05                                 | SARS-CoV2 3CL Protease |    1319.79    |
| 7434 |                                 NCGC00380751-01                                 | SARS-CoV2 3CL Protease |    1320.61    |
| 7435 |                 NCGC00015082-06&NCGC00015082-07&NCGC00015082-09                 | SARS-CoV2 3CL Protease |    1320.92    |
| 7436 |                                 NCGC00162185-03                                 | SARS-CoV2 3CL Protease |    1323.87    |
| 7437 |                                 NCGC00380915-01                                 | SARS-CoV2 3CL Protease |    1325.37    |
| 7438 |                                 NCGC00384572-01                                 | SARS-CoV2 3CL Protease |    1325.80    |
| 7439 |                                 NCGC00183853-01                                 | SARS-CoV2 3CL Protease |    1327.89    |
| 7440 |                                 NCGC00385813-01                                 | SARS-CoV2 3CL Protease |    1328.22    |
| 7441 |                                 NCGC00385347-01                                 | SARS-CoV2 3CL Protease |    1332.19    |
| 7442 |                                 NCGC00180485-03                                 | SARS-CoV2 3CL Protease |    1333.53    |
| 7443 |                                 NCGC00094619-06                                 | SARS-CoV2 3CL Protease |    1333.76    |
| 7444 |                                 NCGC00390616-01                                 | SARS-CoV2 3CL Protease |    1334.22    |
| 7445 |                                 NCGC00346841-07                                 | SARS-CoV2 3CL Protease |    1334.22    |
| 7446 |                                 NCGC00384795-01                                 | SARS-CoV2 3CL Protease |    1334.24    |
| 7447 |                                 NCGC00347641-02                                 | SARS-CoV2 3CL Protease |    1334.30    |
| 7448 |                                 NCGC00346710-03                                 | SARS-CoV2 3CL Protease |    1334.31    |
| 7449 |                                 NCGC00381041-01                                 | SARS-CoV2 3CL Protease |    1335.39    |
| 7450 |                                 NCGC00371094-01                                 | SARS-CoV2 3CL Protease |    1337.31    |
| 7451 |                                 NCGC00370937-01                                 | SARS-CoV2 3CL Protease |    1340.63    |
| 7452 |                                 NCGC00013565-03                                 | SARS-CoV2 3CL Protease |    1341.68    |
| 7453 |                         NCGC00165752-02&NCGC00165752-04                         | SARS-CoV2 3CL Protease |    1342.59    |
| 7454 |                                 NCGC00016011-10                                 | SARS-CoV2 3CL Protease |    1343.80    |
| 7455 |                                 NCGC00385457-01                                 | SARS-CoV2 3CL Protease |    1345.72    |
| 7456 |                                 NCGC00162216-02                                 | SARS-CoV2 3CL Protease |    1346.43    |
| 7457 |                                 NCGC00263167-10                                 | SARS-CoV2 3CL Protease |    1351.66    |
| 7458 |                                 NCGC00025012-06                                 | SARS-CoV2 3CL Protease |    1351.80    |
| 7459 |                                 NCGC00381285-01                                 | SARS-CoV2 3CL Protease |    1351.96    |
| 7460 |                                 NCGC00015236-03                                 | SARS-CoV2 3CL Protease |    1352.35    |
| 7461 |                         NCGC00016590-06&NCGC00016590-08                         | SARS-CoV2 3CL Protease |    1353.30    |
| 7462 |                                 NCGC00385633-01                                 | SARS-CoV2 3CL Protease |    1354.33    |
| 7463 |                         NCGC00184994-02&NCGC00184994-11                         | SARS-CoV2 3CL Protease |    1360.96    |
| 7464 |                         NCGC00163329-03&NCGC00163329-11                         | SARS-CoV2 3CL Protease |    1361.68    |
| 7465 |                                 NCGC00262533-03                                 | SARS-CoV2 3CL Protease |    1361.77    |
| 7466 |                                 NCGC00385589-01                                 | SARS-CoV2 3CL Protease |    1362.44    |
| 7467 |                                 NCGC00378833-03                                 | SARS-CoV2 3CL Protease |    1362.73    |
| 7468 |                         NCGC00390283-02&NCGC00390283-03                         | SARS-CoV2 3CL Protease |    1366.35    |
| 7469 |                                 NCGC00385351-01                                 | SARS-CoV2 3CL Protease |    1366.49    |
| 7470 |                                 ﻿NCGC00093656-03                                | SARS-CoV2 3CL Protease |    1369.12    |
| 7471 |                                 NCGC00181167-01                                 | SARS-CoV2 3CL Protease |    1370.25    |
| 7472 |                         NCGC00485484-01&NCGC00485484-02                         | SARS-CoV2 3CL Protease |    1373.41    |
| 7473 |                                 NCGC00380110-01                                 | SARS-CoV2 3CL Protease |    1375.96    |
| 7474 |                         NCGC00346683-02&NCGC00346683-09                         | SARS-CoV2 3CL Protease |    1376.66    |
| 7475 |                                 NCGC00159393-03                                 | SARS-CoV2 3CL Protease |    1377.87    |
| 7476 |                                 NCGC00385092-01                                 | SARS-CoV2 3CL Protease |    1379.20    |
| 7477 |                                 NCGC00168923-03                                 | SARS-CoV2 3CL Protease |    1379.20    |
| 7478 |                                 NCGC00169630-02                                 | SARS-CoV2 3CL Protease |    1379.20    |
| 7479 |                                 NCGC00380670-01                                 | SARS-CoV2 3CL Protease |    1380.61    |
| 7480 |                                 NCGC00015863-04                                 | SARS-CoV2 3CL Protease |    1381.45    |
| 7481 |                                 NCGC00162463-03                                 | SARS-CoV2 3CL Protease |    1382.97    |
| 7482 |                                 NCGC00386859-01                                 | SARS-CoV2 3CL Protease |    1390.08    |
| 7483 |                                 NCGC00385881-01                                 | SARS-CoV2 3CL Protease |    1392.91    |
| 7484 |                                 NCGC00016029-05                                 | SARS-CoV2 3CL Protease |    1394.08    |
| 7485 |                                 NCGC00346891-02                                 | SARS-CoV2 3CL Protease |    1395.13    |
| 7486 |                                 NCGC00386704-01                                 | SARS-CoV2 3CL Protease |    1395.81    |
| 7487 |                                 NCGC00165862-02                                 | SARS-CoV2 3CL Protease |    1396.26    |
| 7488 |                                 NCGC00165862-04                                 | SARS-CoV2 3CL Protease |    1396.26    |
| 7489 |                                 NCGC00483210-07                                 | SARS-CoV2 3CL Protease |    1397.08    |
| 7490 |                                 NCGC00253601-01                                 | SARS-CoV2 3CL Protease |    1397.99    |
| 7491 |                         NCGC00181771-02&NCGC00181771-06                         | SARS-CoV2 3CL Protease |    1401.51    |
| 7492 |                                 NCGC00385177-01                                 | SARS-CoV2 3CL Protease |    1402.32    |
| 7493 |                                 NCGC00380433-01                                 | SARS-CoV2 3CL Protease |    1403.76    |
| 7494 |                                 NCGC00408921-01                                 | SARS-CoV2 3CL Protease |    1406.04    |
| 7495 |                         NCGC00181350-06&NCGC00181350-14                         | SARS-CoV2 3CL Protease |    1407.74    |
| 7496 |                                 NCGC00015200-05                                 | SARS-CoV2 3CL Protease |    1407.82    |
| 7497 |                                 NCGC00601824-01                                 | SARS-CoV2 3CL Protease |    1410.06    |
| 7498 |                                 NCGC00390417-03                                 | SARS-CoV2 3CL Protease |    1410.66    |
| 7499 |                                 NCGC00346524-02                                 | SARS-CoV2 3CL Protease |    1412.99    |
| 7500 |                                 NCGC00163547-01                                 | SARS-CoV2 3CL Protease |    1414.00    |
| 7501 |                                 NCGC00384542-01                                 | SARS-CoV2 3CL Protease |    1418.66    |
| 7502 |                                 NCGC00485224-01                                 | SARS-CoV2 3CL Protease |    1418.66    |
| 7503 |                                 NCGC00345829-03                                 | SARS-CoV2 3CL Protease |    1419.83    |
| 7504 |                 NCGC00181170-02&NCGC00181170-09&NCGC00261308-01                 | SARS-CoV2 3CL Protease |    1420.43    |
| 7505 |                                 NCGC00015909-04                                 | SARS-CoV2 3CL Protease |    1420.61    |
| 7506 |                                 NCGC00164612-02                                 | SARS-CoV2 3CL Protease |    1423.27    |
| 7507 |                                 NCGC00180312-03                                 | SARS-CoV2 3CL Protease |    1423.41    |
| 7508 |                                 NCGC00385212-01                                 | SARS-CoV2 3CL Protease |    1424.86    |
| 7509 |                                 MLS000051624-02                                 | SARS-CoV2 3CL Protease |    1425.73    |
| 7510 |                                 NCGC00096023-03                                 | SARS-CoV2 3CL Protease |    1426.56    |
| 7511 |                                 NCGC00022043-06                                 | SARS-CoV2 3CL Protease |    1428.16    |
| 7512 |                                 NCGC00162365-02                                 | SARS-CoV2 3CL Protease |    1429.33    |
| 7513 |                                 NCGC00262398-01                                 | SARS-CoV2 3CL Protease |    1430.56    |
| 7514 |                                 NCGC00389617-01                                 | SARS-CoV2 3CL Protease |    1432.67    |
| 7515 |                                 NCGC00346669-05                                 | SARS-CoV2 3CL Protease |    1432.67    |
| 7516 |                                 NCGC00381199-01                                 | SARS-CoV2 3CL Protease |    1433.03    |
| 7517 |                                 NCGC00380223-01                                 | SARS-CoV2 3CL Protease |    1433.59    |
| 7518 |                                 NCGC00179625-03                                 | SARS-CoV2 3CL Protease |    1433.77    |
| 7519 |                                 NCGC00385323-01                                 | SARS-CoV2 3CL Protease |    1434.82    |
| 7520 |                                 NCGC00370711-04                                 | SARS-CoV2 3CL Protease |    1439.01    |
| 7521 |                                 NCGC00384575-01                                 | SARS-CoV2 3CL Protease |    1440.11    |
| 7522 |                                 NCGC00386827-01                                 | SARS-CoV2 3CL Protease |    1441.08    |
| 7523 |                                 NCGC00169298-03                                 | SARS-CoV2 3CL Protease |    1442.53    |
| 7524 |                                 NCGC00386490-01                                 | SARS-CoV2 3CL Protease |    1444.06    |
| 7525 |                                 NCGC00385520-01                                 | SARS-CoV2 3CL Protease |    1444.47    |
| 7526 |                                 NCGC00387221-01                                 | SARS-CoV2 3CL Protease |    1444.72    |
| 7527 |                         NCGC00018113-07&NCGC00018113-18                         | SARS-CoV2 3CL Protease |    1445.27    |
| 7528 |                                 NCGC00165725-02                                 | SARS-CoV2 3CL Protease |    1446.38    |
| 7529 |                                 NCGC00380994-01                                 | SARS-CoV2 3CL Protease |    1446.45    |
| 7530 |                                 NCGC00485182-01                                 | SARS-CoV2 3CL Protease |    1452.94    |
| 7531 |                                 NCGC00346951-01                                 | SARS-CoV2 3CL Protease |    1456.46    |
| 7532 |                                 NCGC00181304-01                                 | SARS-CoV2 3CL Protease |    1458.40    |
| 7533 |                                 NCGC00179802-02                                 | SARS-CoV2 3CL Protease |    1460.44    |
| 7534 |                                 NCGC00182973-01                                 | SARS-CoV2 3CL Protease |    1462.23    |
| 7535 |                 NCGC00015870-26&NCGC00015870-27&NCGC00261684-01                 | SARS-CoV2 3CL Protease |    1463.99    |
| 7536 |                                 NCGC00169206-02                                 | SARS-CoV2 3CL Protease |    1464.24    |
| 7537 |                                 NCGC00168800-03                                 | SARS-CoV2 3CL Protease |    1464.95    |
| 7538 |                                 NCGC00015544-05                                 | SARS-CoV2 3CL Protease |    1467.02    |
